Valid_citing_DOI,Invalid_cited_DOI
10.3748/wjg.v21.i28.8670,10.1007//s00464-011-1866-z
10.1071/cp11282,10.33584/jnzg.2003.65.2511
10.3389/fimmu.2020.00699,10.1111/j.1749–6632.2012.06606.x
10.1161/hypertensionaha.115.06370,10.1161/circ.99.13.1685
10.1161/01.str.0000142132.20442.d8,10.1161/atv91.13.4.8466883
10.1093/ee/37.2.494,10.1093/jee/98.3.988
10.1145/2901318.2901332,10.5555/2591305.2591307
10.1145/2557500.2557524,10.5555/1562524.1562599
10.1111/j.1574-6976.2011.00306.x,10.3201/eid1701.091101p1
10.1177/1032373219862615,10.1016/j.cpa.2018.11.001.
10.1007/s40259-020-00433-y,10.1016/j.did.2019.11.004
10.1161/01.atv.0000252842.57585.df,10.1161/circ.104.15.1814
10.1161/01.str.21.9.1370,10.1161/str.18.6.3686585
10.4161/psb.6.7.15484,10.1111/j-13653020.2011.02286.x
10.1007/978-3-030-29384-0_17,10.1145/3317958.3318228
10.1007/s12042-020-09275-y,10.1016/j.jprot2013.01.20
10.1161/hh0402.105372,10.1161/str.30.9.1933
10.1161/01.res.51.4.479,10.1161/res.47.6.6108164
10.1177/1356389015623125,10.1515/9780804795722
10.1161/01.atv.18.8.1312,10.1161/res.79.4.857
10.1080/01431161.2019.1620971,10.3964/j.issn.1000-0593(2016)07-2217-07
10.1002/9781119057840.ch104,10.1037/0033‐2909.130.4.601
10.3835/plantgenome2015.03.0011,10.1007/s10577‐006‐1106‐x
10.1515/eces-2019-0019,10.3390/5040043
10.1891/0730-0832.30.5.291,10.1016/j.pedsurg.2008.08.067
10.1007/s00040-018-0624-9,10.2307/2346101
10.1161/01.cir.93.7.1388,10.1161/circ.85.1.1728446
10.1145/258949.258967,10.5555/647698.734146
10.1161/01.hyp.34.1.44,10.1161/circ.89.5.8181143
10.1007/s11356-020-08258-6,10.1007/s12665009-0132-3
10.1161/01.cir.58.5.842,10.1161/circ.51.6.1132102
10.1161/01.res.82.1.13,10.1161/circ.89.1.8281685
10.1038/srep30780,10.1164/arrd.1969.99.1.13
10.2307/1296623,10.2307/1735251
10.1161/01.hyp.1.2.125,10.1161/res.41.6.923033
10.1007/s10964-020-01270-6,10.1037//00223514.53.6.1146
10.1145/974121.974140,10.5555/645505.656434
10.1161/01.cir.96.9.3215,10.1161/circ.79.4.2647318
10.1007/s10964-020-01321-y,10.1891/0886-6708
10.2307/4090411,10.2307/2640698
10.1145/2993236.2993248,10.5555/646785.706235
10.1161/circulationaha.113.005062,10.1161/res.87.9.789
10.1177/0016986215599057,10.1111/j.14679280.2007.01929.x
10.1049/mnl.2018.5689,10.1038/s41598‐017‐01804‐2
10.1186/s12911-018-0647-1,10.3402/gha.v6i0.21465.
10.1145/271019.271027,10.5555/548716.822672
10.4324/9781315647098-16,10.2307/j.ctv11sn32g
10.1080/01463373.2012.641833,10.1037/0022–3514.68.1.127
10.1161/01.str.24.1.100,10.1161/str.23.9.1519281
10.1161/01.str.26.10.1871,10.1161/res.74.5.8156623
10.1080/01639625.2020.1787761,10.1177/1541204018778887.
10.1016/j.ijid.2020.11.161,10.1007/s10096-020-03913-9
10.1002/2017jd027345,10.1007/s00382‐015‐2573‐6
10.1029/2010jg001407,10.1111/j.1365?3040.1995.tb00627.x
10.1161/01.cir.92.12.3593,10.1161/circ.69.1.6357536
10.1155/2016/2592935,10.1007/978-3-211-09469-3-2
10.1145/3132847.3133120,10.5555/2014698.2014864
10.1177/0959354319826725,10.1111/0022–4537.00168
10.1161/hypertensionaha.115.05544,10.1161/hyp.28.5.898
10.1161/circimaging.116.004805,10.1161/circ.104.3.249
10.3389/fmed.2019.00253,10.1111/srt.12750.
10.1161/01.cir.103.9.1311,10.1161/circ.101.18.2193
10.2307/1310178,10.2307/2461317
10.1080/01973533.2014.881289,10.1002/eat.20433.
10.1049/mnl.2012.0888,10.1088/0960‐1317/17/7/004
10.1161/01.str.0000096210.36741.e7,10.1161/str.31.6.1429
10.1080/17441692.2019.1657925,10.14203/jki.v8i1.21
10.1177/0004867419899717,10.1177/103985621877252.
10.1007/978-981-15-4059-2_21,10.1002/app
10.1080/19359705.2016.1182957,10.1037/0033–2909.133.2.328
10.1007/s00289-019-03063-9,10.1016/j.apsusc.2016.11.16
10.1161/strokeaha.117.020080,10.1161/circ.103.19.2365
10.3280/ses2016-003008,10.1001/jama.284.23.300
10.1007/978-3-663-13193-9_5,10.3790/978-3-428-42662-1
10.1007/978-981-13-2128-3_1,10.1175/1520-0493(2002)
10.1145/1527202.1527210,10.5555/31842
10.1145/2654822.2541965,10.1145/191995.192056
10.1161/01.cir.0000070932.22543.c1,10.1161/circ.41.3.449
10.1080/02726351.2015.1051684,10.1016/j.jnnfm.2005.11.009.
10.1145/3377000.3377002,10.1145/3281548.3281551
10.1161/01.res.68.4.1117,10.1161/circ.67.1.6183020
10.1161/01.cir.0000024114.82981.ea,10.1161/circ.91.2.494
10.1161/01.cir.82.2.609,10.1161/res.64.3.2917377
10.2478/s11696-013-0420-y,10.1016/j.porgcoat.2011.01.004.http://dx.doi.org/10.1016/j.porgcoat.2011.01.004
10.1007/s11523-018-0567-0,10.18632/oncotarget.2883.
10.1007/978-3-030-50439-7_8,10.5281/zenodo.3633400
10.1145/3001936,10.5555/1128020.1128563
10.1155/2017/3597346,10.5829/idosi.wasj.2014.29.10.1640
10.1002/bin.1715,10.1901/jaba.2012.45-685
10.2478/s11696-013-0376-y,10.1016/j.mseb.2006.12.016.http://dx.doi.org/10.1016/j.mseb.2006.12.016
10.1145/3406865.3418319,10.5555/1358262.1358271
10.3389/fpls.2019.01407,10.1007/s002329900
10.1161/01.str.25.9.1784,10.1161/str.13.2.6801822
10.1007/978-981-15-8629-3_1,10.2307/1816469
10.1049/mnl.2018.5799,10.1016/0927‐0248(94)90010‐8
10.1145/2808138.2808143,10.5555/646767.704301
10.1145/2567935,10.5555/2120959.2121115
10.1161/01.str.0000100158.51986.eb,10.1161/str.21.4.1691534
10.1161/01.cir.86.6.1902,10.1161/str.20.5.2718196
10.3390/nano8090640,10.15376/biores.12.4.8775-8785
10.1161/01.str.20.6.778,10.1161/res.60.1.3568282
10.1161/01.res.84.1.113,10.1161/circ.96.10.3593
10.1161/01.cir.35.1.146,10.1161/circ.16.3.348
10.1007/s11105-020-01194-2,10.0000/cyberleninka.ru/article/n/the-response-of-some-cowpea-vi
10.1201/b22102-5,10.1007/s11515-011-1123-9
10.1161/01.hyp.27.3.330,10.1161/res.59.2.2874900
10.1161/01.hyp.35.4.908,10.1161/hyp.31.1.283
10.1145/502090.502099,10.5555/795663.796348
10.1145/2737182.2737193,10.5555/2666036.2666044
10.1177/0391398818806162,10.1111/aor.13074.
10.3389/fnbeh.2014.00167,10.1152/jn.00812.2001
10.2478/s11696-014-0555-5,10.1039/a807778i.http://dx.doi.org/10.1039/a807778i
10.1161/01.res.78.1.15,10.1161/res.54.2.6319044
10.1161/01.cir.95.1.97,10.1161/res.64.3.2783892
10.1177/0192513x15593576,10.2307/1131980
10.1080/15320383.2019.1592108,10.2225/vol6–issue3–fulltext–6
10.1177/1550147719842152,10.1177/1550147717724308.
10.1161/hypertensionaha.119.13285,10.1161/hyp.38.3.399
10.3233/ds-200028,10.5555/3042573.3042700
10.3923/ajbs.2019.180.186,10.2448/journal.512.2017.41.8.19
10.1007/978-981-13-1544-2_14,10.3389/fnins.2016.00584.5186786.pmid28082858.author
10.17116/repro201723196-102,10.1016/j.ajog
10.1161/atvbaha.114.303284,10.1161/circ.82.2.2372896
10.1186/s13613-020-00679-3,10.1186/11358
10.3748/wjg.v20.i33.11595,10.1111/j.14783231.2009.02085.x
10.1369/0022155419896802,10.1038/nrclinonc.2016.122.
10.1161/01.cir.87.4.1410,10.1161/circ.87.4.8462144
10.1007/s10100-019-00627-y,10.1596/978-1-4648-1001-5
10.1177/1073191113486513,10.1177/1073191113475808.
10.1145/2523088,10.5555/381473.381622
10.1161/01.atv.20.8.1873,10.1161/res.77.1.7
10.1007/s10708-020-10297-y,10.18111/wtobarometreegn
10.1161/01.cir.89.2.762,10.1161/circ.86.1.1319854
10.1111/2041-210x.12729,10.1111/1755‐0998.12556
10.1161/circresaha.109.207456,10.1161/circ.97.17.1708
10.1161/01.cir.0000118464.48959.1c,10.1161/res.69.4.1934334
10.2478/s11696-013-0362-4,10.1038/1761171a0.http://dx.doi.org/10.1038/1761171a0
10.1063/1.5136383,10.7148/2009–0855-0860
10.1161/atvbaha.111.230987,10.1161/circ.98.7.678
10.1080/0907676x.2015.1120760,10.1037/0033-2909.84.5.888.
10.1161/01.cir.79.3.557,10.1161/circ.75.2.3802443
10.1145/2487575.2487685,10.5555/2022850.2022884
10.18826/useeabd.536833,10.5539/gjhs.v8n1p238.
10.1080/15298868.2017.1385519,10.1002/ijop.1208210.1002/ijop.12082
10.1145/2714064.2660233,10.5555/647762.735513
10.1101/157792,10.1016/j.ajhg.2017.01.017.
10.2514/6.2018-1034,"10.2514/1.c034421,"
10.1161/01.cir.88.2.509,10.1161/circ.55.5.557377
10.1161/01.atv.18.12.1915,10.1161/res.70.2.1310447
10.1161/circulationaha.104.492215,10.1161/circ.104.16.1905
10.15237/gida.gd18089,10.1016/j.trac.2015.04.013.
10.3389/fmicb.2018.02518,10.1099/00221287-73-145
10.5817/cpr2017-2-30,10.1088/1748-9326/2/4/
10.2307/4089171,10.2307/2460350
10.1093/alcalc/agp060,10.1059/0003-4819-107-6-875
10.1161/circresaha.114.300558,10.1161/circ.87.5.7683979
10.1161/circulationaha.106.178104,10.1161/circ.87.2.8425287
10.1080/01635581.2020.1817957,10.1002/1097-0142
10.7717/peerj.7928,10.4454/jpp.v93i2.1199
10.1007/978-1-4939-7165-7_1,10.1093/emboj/1761799
10.3389/fphar.2017.00458,10.5829/idosi.ajbas.2014.6.6.21983
10.1093/humrep/des216,10.1093/humrep/
10.1161/01.str.0000063140.00091.a6,10.1161/str.33.3.850
10.1177/1178223420974667,10.4161/cbt.6.2.3652.
10.1163/156939311798147033,10.1163/156939310790966213
10.1002/jaba.434,10.1901/jaba.2012.45-685
10.1161/01.hyp.2.1.53,10.1161/res.13.6.552
10.2174/1389450120666190308144448,10.1016/j.jsbmb.2004.12.04615876404
10.1145/3173574.3174087,10.5555/1006058.1006068
10.1161/01.hyp.18.6.722,10.1161/res.41.1.862138
10.1007/s40831-016-0090-4,10.7844/kirr
10.1145/3145344.3145491,10.5555/1953048.2078195
10.2174/1573406415666191004125551,10.1002/0471250953.bi0129s53]
10.1088/1755-1315/315/3/032032,10.3390/s170817813
10.2478/s11696-013-0498-2,10.1517/17460441.2010.492827.http://dx.doi.org/10.1517/17460441.2010.492827
10.1161/01.hyp.17.6.917,10.1161/res.66.1.2403863
10.1177/153537020523000701,10.1177/153537020022300205
10.1002/2016gl067715,10.1007/s00024‐008‐0302‐3
10.1161/atvbaha.111.229070,10.1161/circ.104.5.522
10.1145/3386569.3392378,10.5555/3225268.3225437
10.2478/s11696-013-0391-z,10.1021/ac960042z.http://dx.doi.org/10.1021/ac960042z
10.1007/s00894-017-3491-9,10.1038/ncomms14429.
10.1161/01.atv.0000258416.47953.9a,10.1161/res.85.7.634
10.1161/01.hyp.33.2.613,10.1161/hyp.27.3.760
10.1161/circinterventions.113.000462,10.1161/circ.104.20.2401
10.1007/978-3-030-33660-8_15,10.1016/j.ecns.2010.11.005.
10.1080/14442213.2015.1047896,10.1080/14672710802505257.
10.1161/01.cir.98.15.1504,10.1161/circ.81.2.2297853
10.1080/02757206.2015.1114480,10.1515/9780804786317
10.1080/10409289.2011.569316,10.1111/j.1467–9507.2005.00320.x
10.1088/1752-7163/aa9386,10.1158/1055-9965
10.1145/3183713.3196913,10.5555/2804537.2804540
10.1080/01932691.2014.996889,10.1061/1.4827025
10.1161/circresaha.107.154781,10.1161/res.90.2.e17
10.5406/ethnomusicology.58.2.0347,10.2307/41237561
10.7554/elife.13273,10.1016/0092-8674(91)90071-6.
10.1145/3195970.3195991,10.5555/3199700.3199744
10.2200/s00178ed1v01y200903sap005,10.1214/aoms
10.1057/978-1-137-58621-6_3,10.1659/mrd-journal-d-17-00070
10.1161/01.str.0000079818.08343.8c,10.1161/str.26.9.1724
10.1161/01.hyp.9.2_pt_2.ii69,10.1161/circ.67.2.6848224
10.1161/01.cir.96.10.3450,10.1161/hyp.25.6.1270
10.1080/00949655.2011.579970,10.1093/imanum/22.3.329
10.1111/jwas.12728,10.2193/2007-308
10.1177/0016986218758443,10.2307/1132433
10.1177/1368430217744648,10.1111/j.1540–4560.2009.01625.x
10.1161/01.str.26.6.1086,10.1161/str.25.7.8023347
10.1007/s10826-019-01559-6,10.4172/2378-5756.1000133
10.1002/2016ja023454,10.1007/s11214‐008‐9404‐6
10.1145/3298689.3346956,10.5555/3298483.3298627
10.1155/2020/8850751,10.1080/15397734.2019.1675166.2019
10.1002/per.1858,10.1037/0022–0167.51.1.115
10.1161/01.cir.47.3.587,10.1161/circ.23.1.30
10.1145/1129582.1129590,10.5555/874028.874134
10.3389/fbuil.2020.574965,10.1002/eqe
10.1161/circulationaha.106.650796,10.1161/circ.58.1.25720
10.1017/asr.2016.31,10.4324/9780203001790
10.1145/2623330.2623707,10.5555/1394399
10.3389/fnins.2019.01436,10.1101/gad.14.11.1313
10.1007/s00068-018-1042-4,10.1016/j.jse.2009.02
10.1145/1959045.1959065,10.5555/1788814.1788842
10.1161/01.cir.91.2.393,10.1161/circ.82.4.2401073
10.1161/cir.0000000000000152,10.1161/circ.87.3.8443907
10.12693/aphyspola.127.243,10.38/nmat1805
10.1080/13554794.2013.770880,10.5014/ajot61.2.190
10.1161/01.cir.98.22.2377,10.1161/circ.85.6.1591828
10.1161/01.cir.101.4.439,10.1161/circ.91.5.1545
10.1161/01.res.53.5.613,10.1161/res.50.4.7067058
10.1017/9781108623957.027,10.1525/9780520944855
10.3748/wjg.v24.i23.2501,10.1038/sj.bjc.660558
10.1161/01.res.66.3.647,10.1161/circ.79.2.2536599
10.2196/preprints.22653,10.1111/j.1365-3156.20102747.x
10.1161/01.res.0000136344.27825.72,10.1161/res.89.10.866
10.3390/ijerph17010257,10.3390/ijerph16183432-2018
10.1161/01.res.47.4.568,10.1161/res.29.4.375
10.1101/418301,10.18637/jss.v067.i0
10.1161/01.cir.85.3.893,10.1161/circ.83.1.1984882
10.1161/01.cir.48.2.253,10.1161/circ.33.4.545
10.1080/21683603.2014.956955,10.1037/0003-066x.61.271
10.2478/s11756-011-0149-4,10.1016/j.aquacu1ture.2005.11.007
10.1145/123533.123573,10.5555/15294.15295
10.1161/01.res.72.4.865,10.1161/circ.82.6.2242545
10.1074/jbc.m210081200,10.1101/gad.14.13.1553
10.1080/0092623x.2018.1533905,10.1097/00000637-200204000-0008
10.1002/mar.20638,10.1016/0167-4870(95)00035-6.
10.3390/electronics7120428,10.3788/gzxb20184702.0212002
10.1145/2954679.2872367,10.5555/1039834.1039864
10.1007/978-3-319-39658-3_18,10.3201/eid0701.700024
10.1201/b15345-10,10.7551/mitpress/11458.001.0001
10.1177/0300060520954697,10.3390/jcm9061780
10.1161/01.hyp.28.1.127,10.1161/hyp.25.6.1339
10.1161/01.cir.85.4.1630,10.1161/circ.84.3.1884465
10.1080/10978526.2016.1140582,10.1177/0170840603024006006.
10.1016/j.cej.2020.126980,10.15376/biores.3.3.929-980
10.1007/s00248-020-01635-1,10.1128/microbiolspec
10.1186/s12864-015-1941-2,10.1186/1756-6606-3-35
10.1145/3295460,10.5555/1809753
10.35408/comuybd.495706,10.1016/j.jcrc.2007.12.004.
10.1038/srep36064,10.1016/j.jns
10.1145/2537948,10.5555/2392389.2392440
10.1089/omi.2015.0128,10.5772–23223
10.1080/0163853x.2019.1581588,10.1111/j.2044-­‐8260.1970.tb00668.x
10.1145/2857218.2857238,10.5555/2017212.2017217
10.1007/s40435-016-0239-9,10.1007/978-3-319-00933-9-17
10.1088/2053-1591/ab1ef4,10.7503/cjcu-20170556
10.5325/transportationj.53.1.0044,10.2307/2486548
10.32725/kont.2019.050,10.5430/jnep.v2n4p
10.2307/1367730,10.2307/2459634
10.1177/8755122518755402,10.1503/cmaj.150067.
10.1161/01.res.68.6.1614,10.1161/circ.74.4.3757195
10.1002/2013sw001007,10.1007/s11214‐008‐9341‐4
10.1145/3232535,10.5555/2634074.2634141
10.1002/nha3.20098,10.1177/1534484307300175s
10.1080/11250003.2014.940007,10.1126/science.167.3915.131.
10.1161/strokeaha.108.543009,10.1161/str.30.11.2502
10.1080/02678292.2020.1773553,10.1080/02678292.2020.172305
10.1177/0161734619879043,10.1117/1.2192804.
10.1145/3318464.3384710,10.5555/1756006.1756007
10.1097/aln.0b013e31829bdb4b,10.1186/11358
10.1161/01.hyp.27.3.442,10.1161/res.50.3.7060237
10.1161/01.hyp.0000156879.83448.93,10.1161/hyp.31.1.435
10.1007/978-3-642-03796-2_15,10.1007/s10347-003-0030-1
10.1161/circgen.120.003014,10.1161/circ.95.9.2262
10.1145/3057268,10.5555/1947915.1947933
10.1161/01.cir.0000017140.26466.f5,10.1161/circ.104.13.1533
10.1080/13561820.2018.1496073,10.5688/ajpe816119
10.1161/01.cir.90.6.3047,10.1161/circ.89.2.8313570
10.1161/01.str.5.1.85,10.1161/str.1.1.38
10.7717/peerj.5695,10.1206/0003-0082(2003)4172.0.co;2
10.1101/065854,10.1016/j.neuron.2015.12.018.
10.1093/aob/mcu139,10.1093/aob/
10.1161/01.res.82.3.346,10.1161/res.62.4.3349577
10.1161/01.str.0000125720.02983.fe,10.1161/str.21.4.2326846
10.1145/3209281.3209291,10.5555/1858974.1858986
10.1161/01.cir.32.5.830,10.1161/circ.25.3.506
10.1007/s00216-019-02178-2,10.1093/jaoac/89.4.1095
10.1145/3166072.3166075,10.5555/1997305.1997314
10.1186/s12889-019-7182-6,10.1111/0034-6527.00329.
10.2478/s11696-012-0304-6,10.1039/c0sm00530d.http://dx.doi.org/10.1039/c0sm00530d
10.1161/01.str.0000145198.07723.8e,10.1161/str.28.4.822
10.1007/s10856-019-6297-8,10.1002/anie.199614201f.
10.1007/978-3-030-64861-9_3,10.1007/s11069019-03584-6
10.1155/2012/438928,10.1155/2012/365348
10.1007/s00056-014-0213-0,10.1002/j.0022-0337.2008.72.8.tb04570.x
10.2478/s11696-013-0373-1,10.1016/j.foodchem.2005.10.057.http://dx.doi.org/10.1016/j.foodchem.2005.10.057
10.1161/01.cir.96.3.941,10.1161/circ.81.1.1967557
10.1161/01.hyp.11.1.3,10.1161/circ.73.5.3698236
10.1080/00380768.2019.1674121,10.1002/ldr.2385|
10.1161/circulationaha.106.648139,10.1161/circ.80.6.2598428
10.1007/s11468-017-0688-9,10.1038/nature04414.
10.1161/01.str.0000165916.90593.cb,10.1161/str.28.11.2195
10.1161/01.cir.0000014211.47830.4d,10.1161/res.85.11.1067
10.1161/hypertensionaha.107.089631,10.1161/hyp.26.2.355
10.1017/9781108595841.008,10.1111/1468-4446.12315
10.3390/pathogens9110917,10.3389/fmolb.2020.00157
10.1017/s0266462318000582,10.5325/j.ctv14gp4w7
10.1111/j.1600-0889.2011.00571.x,10.1111/j.1600.0889.2011.00540.x
10.23894/kjccl.2018.20.1.005,10.21795/kcla.2007.19.3-하.111
10.1161/01.hyp.37.1.154,10.1161/str.26.1.34
10.1161/01.str.0000106914.60740.78,10.1161/circ.98.14.1365
10.1161/circresaha.113.300883,10.1161/hyp.37.6.1444
10.1002/9781118829516.ch13,10.1111/j.1467‐9922.2006.00389.x
10.1080/2159676x.2014.926968,10.1515/9780691213088
10.1007/978-3-030-01426-1_57-1,10.5406/amerjpsyc.130.1/0063
10.3389/fpubh.2020.598297,10.1080/13683500.20171410110
10.3389/fpsyt.2020.551812,10.7620/zgfybj.j.issn.1001-4411.2015.31.17
10.2134/ael2016.05.0022,10.1007/s10584‐004‐0710‐z
10.2478/s11696-013-0326-8,10.1006/jcis.1996.0097.http://dx.doi.org/10.1006/jcis.1996.0097
10.1161/01.res.68.3.621,10.1161/res.47.5.6106532
10.1002/mpr.1849,10.1038/npp.2015.275
10.1145/780822.781165,10.5555/290940.290966
10.1007/978-3-030-41008-7_3,10.1200/jco.2013.31.15_suppl.9010
10.1352/1934-9556-56.2.101,10.2307/25179789
10.1155/2015/241547,10.1038/nrrheum2014.144
10.1145/3167476,10.5555/3007337.3007345
10.1145/328691.328694,10.5555/647168.718123
10.1007/s11605-018-3856-0,10.1001/jama.297.16.1772-b.
10.1161/strokeaha.116.013736,10.1161/str.25.6.8202980
10.3390/ma12091504,10.15436/2377-1372.17.1723
10.2200/s00600ed1v01y201409web009,10.1093/bioinformatics
10.1186/s12913-019-3944-1,10.1126/science.644329.
10.1145/3240167.3240178,10.5555/1358262.1358271
10.1007/978-981-10-5708-3_1,10.1111/1462-2920.1290
10.1002/9781119547143.ch31,10.1111/j.1467‐6494.1985.tb00365.x
10.1161/strokeaha.111.649434,10.1161/str.30.4.780
10.2307/4089687,10.2307/2387397
10.1007/s00402-018-3027-5,10.3928/0147-7447-20020201-16
10.1177/1468087419889429,10.1177/1468087418814635.
10.1161/01.res.80.2.196,10.1161/res.65.6.2555079
10.1080/14662043.2015.1124497,10.2307/42762560
10.1007/s12529-018-9730-3,10.1177/2150131916648917.
10.1177/1468087420946551,10.1177/1468087419846018.
10.1161/01.res.69.3.677,10.1161/res.46.2.7351033
10.1016/j.dci.2019.103458,10.11646/zootaxa.1668.1.28
10.1145/2507157.2507171,10.5555/944919.944937
10.1161/01.cir.60.4.737,10.1161/circ.56.6.923064
10.1161/circulationaha.112.000317,10.1161/str.21.11.2237954
10.1145/217839.217859,10.5555/34985.35008
10.1161/01.cir.90.2.694,10.1161/circ.79.3.2537159
10.1101/216275,10.1093/jxb/erw12
10.5812/iranjradiol.61395,10.1164/arrd.1967.96.6.1158
10.1080/08838151.2017.1309416,10.1111/j.14602466.2009.01412.x
10.1145/3230833.3232855,10.5555/832277.834354
10.1145/223586.223589,10.5555/58384.58386
10.1177/1060028013501994,10.1016/j.pnpbp.2007.06.021.
10.1145/3289393,10.5555/972470.972475
10.2134/ael2019.06.0021,10.5194/cp‐5‐297‐2009
10.1177/2382120520951806,10.1007/s00266-020-01789-w.
10.2980/21-(3-4)-3699,10.1093/forestry/
10.1161/jaha.117.006349,10.1161/res.88.5.529
10.1161/01.str.31.3.656,10.1161/str.29.9.1988
10.1161/01.cir.81.4.1182,10.1161/circ.70.4.6478564
10.3390/plants9080987,10.1093/forestry/cph039
10.1007/978-3-030-06022-0_22,10.2806/3516
10.2478/s11696-012-0145-3,10.1002/jhet.5570360315.http://dx.doi.org/10.1002/jhet.5570360315
10.3389/fimmu.2018.01953,10.1007/s11095-008-9760-733
10.1215/9780822375746-006,10.1515/9780804767392
10.1002/2013jb010628,10.1007/978-3-0348-8010-7.13
10.1161/01.cir.103.5.664,10.1161/circ.96.6.2009
10.2307/3096853,10.2307/1828415
10.2307/1296715,10.2307/1729824
10.1145/2365864.2151046,10.5555/998680.1006715
10.1101/208793,10.1016/j.envres.2011.08.008.
10.1161/01.str.12.6.793,10.1161/str.7.4.960155
10.26453/otjhs.469873,10.1016/j.surge.2014.11.001.
10.3389/fenrg.2020.598651,10.1021/ef900366y
10.1038/s41598-018-34415-6,10.1016/j.envint.2015.05.012/
10.4199/c00116ed1v01y201408isp055,10.1093/molehr
10.1177/0094582x12441517,10.2307/j.ctv125jmv6.12
10.3389/fpsyg.2016.00663,10.1002/(sici)1099-1379(199709)18
10.1101/2020.06.11.20128801,10.2807/1560-7917
10.1145/3155133.3155190,10.5555/160231.160273
10.1080/10473289.2011.626888,10.1016/0304–3894(95)00119-0
10.1080/02726351.2015.1089962,10.1016/j.bej.2007.02.013.
10.3390/ijms12063648,10.1117/12.484953.
10.1007/s10530-020-02293-7,10.5923/j.ije.20170701.03
10.1007/978-88-470-5382-3_10,10.1097/01.sla.0000150168.59592.b9
10.3389/fnins.2019.00534,10.1007/s11682-018-9953-9956
10.1007/s40617-015-0098-4,10.1901/jaba.45-149
10.1310/eacx-1rfx-41r5-vh45,10.1310/hct.2002.3.3.004
10.1145/3057268,10.5555/1895489.1895541
10.1080/00031305.1996.10474359,10.1080/00401706.1992.10485280
10.15446/av.enferm.v36n1.63553,10.10.3109/01612840.2014.978961
10.3390/toxins10010029,10.1080/00212210.1964.10688188
10.1161/hy0202.103469,10.1161/hyp.37.2.547
10.1177/2054358119884903,10.1016/j.soard.2012.03.009.
10.1086/313687,10.1093/jnlids/158.3.602
10.1002/9781119011071.iemp0276,10.1037/0012‐1649.26.3.409
10.1145/2623330.2623746,10.5555/2634074.2634144
10.1145/2857050,10.5555/2406808.2406811
10.1145/3092703.3092734,10.5555/827253.827727
10.3389/fcimb.2019.00074,10.1371/journal.pone.013151
10.1017/9781108680875.015,10.2307/j.ctv11hpj9h.12
10.1007/s42865-020-00028-z,10.1016/j.egypro.2014.10.089ï
10.1155/2015/719123,10.1097/blo.0b013e31814d4d19
10.1161/01.str.26.7.1273,10.1161/str.22.12.1962333
10.1007/s13205-018-1436-3,10.1049/ietnbt.2016.0112
10.1007/978-981-10-8911-4_4,10.1007/s12061-015-9113-7
10.1101/333237,10.1080/14794802.2012.756633.
10.1161/01.cir.96.9.2969,10.1161/circ.89.4.8149536
10.1161/01.str.18.1.246,10.1161/str.13.1.7039003
10.1161/circimaging.113.001242,10.1161/circ.95.6.1601
10.1080/00218464.2020.1840368,10.1016/j.engfracmech
10.1186/s12917-020-02539-5,10.1371/journal.pone.00057882
10.1016/j.cpr.2019.101775,10.1002/ab.20290
10.1080/10899995.2019.1582924,10.1111/1467-8624.ep9676559
10.1161/01.cir.94.2.217,10.1161/res.62.3.3342478
10.1161/hcq.0000000000000032,10.1161/circ.101.22.2557
10.7554/elife.44812,10.1101/gad.203501
10.1038/srep09133,10.1046/j.1460–9568.1999.00564.x
10.1080/07900627.2018.1437713,10.1579/0044-7447
10.3390/ijerph17165634,10.1101/2020.02
10.1161/01.res.87.5.349,10.1161/circ.91.5.1525
10.1145/1047659.1040318,10.5555/1018438.1021878
10.3389/ffgc.2019.00031,10.2478/forj-2019-0008
10.3389/fmed.2019.00065,10.1186/cc12556
10.1038/ncomms3331,10.30970/jps.13.3001
10.1161/01.hyp.2.3.266,10.1161/res.20.1.136
10.1145/3218823,10.5555/2338816.2338825
10.1161/circresaha.109.206524,10.1161/res.87.10.840
10.1007/978-3-319-77004-8_14,10.1037/0022-3514.93.1.116.
10.1161/01.cir.0000127423.75608.a4,10.1161/res.68.6.2036721
10.1016/j.dsx.2020.08.020,10.3390/nu12061657
10.21851/obr.41.04.201712.245,10.1002/j.0022-0337.2010.74.11.tb04998.x
10.1161/01.cir.70.4.570,10.1161/circ.68.3.6872164
10.1161/01.str.0000155727.82242.e1,10.1161/str.32.12.2768
10.1177/1088357614552189,10.1002/9781118911389.hautc31
10.1145/3299771.3299775,10.5555/315382.315391
10.1161/01.str.0000085084.15144.66,10.1161/str.27.2.210
10.1161/01.atv.15.4.460,10.1161/circ.85.6.1534286
10.1145/1317379.1317385,10.5555/647769.733948
10.1161/01.cir.0000140973.60992.9a,10.1161/hyp.38.5.1222
10.1117/12.2503960,10.1117/12.2248768/
10.1145/3377454,10.5555/1324616.1324684
10.1016/j.bbih.2020.100137,10.15585/mmwr.mm6925e1
10.1080/10564934.2016.1223977,10.1080/09620210000200055.
10.1161/01.str.29.8.1698,10.1161/res.74.2.8293561
10.7709/jnegroeducation.82.3.0272,10.2307/40196170
10.1161/01.str.22.9.1148,10.1161/str.4.2.139
10.3897/bdj.8.e56876,10.1038/mec.14350
10.3389/fphys.2018.00527,10.1212/01.wnl.0000341271
10.7717/peerj.4108,10.2517/prpsj.5.13
